"","X","Y","ci","lon","lat"
"12822",70.327281117,-271.899752565,1,-82.7408727243167,42.6550191587799
"12823",71.427281117,-271.899752565,1,-82.7274360058776,42.6549137908329
"12824",72.527281117,-271.899752565,1,-82.7139993351858,42.6548067877784
"12825",73.627281117,-271.899752565,1,-82.7005627129761,42.6546981496247
"12826",74.727281117,-271.899752565,1,-82.6871261399835,42.6545878763801
"12827",75.827281117,-271.899752565,1,-82.6736896169429,42.6544759680533
"12828",76.927281117,-271.899752565,1,-82.6602531445893,42.6543624246529
"12829",78.027281117,-271.899752565,1,-82.6468167236577,42.6542472461877
"12926",184.727281117,-271.899752565,1,-81.343843486693,42.6353053540964
"12927",185.827281117,-271.899752565,1,-81.3304156664691,42.6350300026073
"12928",186.927281117,-271.899752565,1,-81.3169879703005,42.6347530175547
"12929",188.027281117,-271.899752565,1,-81.3035603989192,42.63447439896
"12930",189.127281117,-271.899752565,1,-81.2901329530571,42.6341941468449
"12931",190.227281117,-271.899752565,1,-81.2767056334463,42.6339122612311
"12932",191.327281117,-271.899752565,1,-81.2632784408187,42.6336287421405
"12933",192.427281117,-271.899752565,1,-81.249851375906,42.633343589595
"12934",193.527281117,-271.899752565,1,-81.2364244394402,42.6330568036169
"12935",194.627281117,-271.899752565,1,-81.222997632153,42.6327683842282
"12936",195.727281117,-271.899752565,1,-81.2095709547762,42.6324783314515
"12937",196.827281117,-271.899752565,1,-81.1961444080414,42.6321866453092
"12938",197.927281117,-271.899752565,1,-81.1827179926803,42.6318933258238
"12939",199.027281117,-271.899752565,1,-81.1692917094245,42.6315983730183
"12940",200.127281117,-271.899752565,1,-81.1558655590056,42.6313017869154
"12941",201.227281117,-271.899752565,1,-81.142439542155,42.6310035675383
"12942",202.327281117,-271.899752565,1,-81.1290136596044,42.6307037149098
"12943",203.427281117,-271.899752565,1,-81.1155879120851,42.6304022290534
"12944",204.527281117,-271.899752565,1,-81.1021623003285,42.6300991099924
"12945",205.627281117,-271.899752565,1,-81.0887368250659,42.6297943577503
"12946",206.727281117,-271.899752565,1,-81.0753114870287,42.6294879723507
"12947",207.827281117,-271.899752565,1,-81.0618862869481,42.6291799538175
"12948",208.927281117,-271.899752565,1,-81.0484612255553,42.6288703021744
"12949",210.027281117,-271.899752565,1,-81.0350363035815,42.6285590174456
"12950",211.127281117,-271.899752565,1,-81.0216115217578,42.628246099655
"12951",212.227281117,-271.899752565,1,-81.0081868808153,42.6279315488271
"12952",213.327281117,-271.899752565,1,-80.994762381485,42.6276153649861
"12953",214.427281117,-271.899752565,1,-80.981338024498,42.6272975481566
"12954",215.527281117,-271.899752565,1,-80.967913810585,42.6269780983633
"12955",216.627281117,-271.899752565,1,-80.9544897404771,42.6266570156309
"12956",217.727281117,-271.899752565,1,-80.941065814905,42.6263342999842
"12957",218.827281117,-271.899752565,1,-80.9276420345996,42.6260099514483
"12958",219.927281117,-271.899752565,1,-80.9142184002916,42.6256839700484
"12959",221.027281117,-271.899752565,1,-80.9007949127117,42.6253563558097
"12960",222.127281117,-271.899752565,1,-80.8873715725906,42.6250271087575
"12961",223.227281117,-271.899752565,1,-80.8739483806588,42.6246962289175
"12962",224.327281117,-271.899752565,1,-80.860525337647,42.6243637163152
"12963",225.427281117,-271.899752565,1,-80.8471024442855,42.6240295709765
"12964",226.527281117,-271.899752565,1,-80.833679701305,42.6236937929272
"12965",227.627281117,-271.899752565,1,-80.8202571094357,42.6233563821933
"12966",228.727281117,-271.899752565,1,-80.8068346694081,42.6230173388011
"12967",229.827281117,-271.899752565,1,-80.7934123819524,42.6226766627768
"12968",230.927281117,-271.899752565,1,-80.7799902477989,42.6223343541467
"12969",232.027281117,-271.899752565,1,-80.7665682676779,42.6219904129373
"12970",233.127281117,-271.899752565,1,-80.7531464423194,42.6216448391754
"12971",234.227281117,-271.899752565,1,-80.7397247724536,42.6212976328878
"12972",235.327281117,-271.899752565,1,-80.7263032588106,42.6209487941013
"12994",259.527281117,-271.899752565,1,-80.4310709599926,42.6128613746166
"12995",260.627281117,-271.899752565,1,-80.4176532408476,42.6124749960692
"12996",261.727281117,-271.899752565,1,-80.4042356954309,42.6120869857061
"12997",262.827281117,-271.899752565,1,-80.3908183244712,42.6116973435575
"12998",263.927281117,-271.899752565,1,-80.377401128697,42.6113060696535
"12999",265.027281117,-271.899752565,1,-80.3639841088369,42.6109131640243
"13000",266.127281117,-271.899752565,1,-80.3505672656196,42.6105186267004
"13001",267.227281117,-271.899752565,1,-80.3371505997735,42.6101224577124
"13002",268.327281117,-271.899752565,1,-80.323734112027,42.6097246570908
"13003",269.427281117,-271.899752565,1,-80.3103178031084,42.6093252248665
"13164",67.027281117,-272.999752565,134,-82.7813185802324,42.6454399996593
"13165",68.127281117,-272.999752565,1,-82.7678839449317,42.6453395528173
"13166",69.227281117,-272.999752565,1,-82.7544493551506,42.6452374710996
"13167",70.327281117,-272.999752565,1,-82.7410148116237,42.645133754514
"13168",71.427281117,-272.999752565,1,-82.7275803150857,42.6450284030686
"13169",72.527281117,-272.999752565,1,-82.7141458662711,42.6449214167716
"13170",73.627281117,-272.999752565,1,-82.7007114659147,42.6448127956313
"13171",74.727281117,-272.999752565,1,-82.687277114751,42.6447025396562
"13172",75.827281117,-272.999752565,1,-82.6738428135145,42.6445906488547
"13174",78.027281117,-272.999752565,1,-82.6469743637617,42.6443619628079
"13270",183.627281117,-272.999752565,1,-81.3576421845589,42.6256967107093
"13271",184.727281117,-272.999752565,1,-81.344216458562,42.6254230356287
"13272",185.827281117,-272.999752565,1,-81.3307908558272,42.6251477272182
"13273",186.927281117,-272.999752565,1,-81.3173653770862,42.6248707854991
"13274",188.027281117,-272.999752565,1,-81.3039400230707,42.6245922104929
"13275",189.127281117,-272.999752565,1,-81.2905147945123,42.6243120022213
"13276",190.227281117,-272.999752565,1,-81.2770896921425,42.6240301607058
"13277",191.327281117,-272.999752565,1,-81.263664716693,42.6237466859684
"13278",192.427281117,-272.999752565,1,-81.2502398688951,42.6234615780311
"13279",193.527281117,-272.999752565,1,-81.2368151494805,42.6231748369159
"13280",194.627281117,-272.999752565,1,-81.2233905591804,42.6228864626452
"13281",195.727281117,-272.999752565,1,-81.2099660987263,42.6225964552411
"13282",196.827281117,-272.999752565,1,-81.1965417688495,42.6223048147263
"13283",197.927281117,-272.999752565,1,-81.1831175702814,42.6220115411233
"13284",199.027281117,-272.999752565,1,-81.169693503753,42.621716634455
"13285",200.127281117,-272.999752565,1,-81.1562695699957,42.621420094744
"13286",201.227281117,-272.999752565,1,-81.1428457697407,42.6211219220134
"13287",202.327281117,-272.999752565,1,-81.1294221037189,42.6208221162864
"13288",203.427281117,-272.999752565,1,-81.1159985726616,42.6205206775861
"13289",204.527281117,-272.999752565,1,-81.1025751772997,42.620217605936
"13290",205.627281117,-272.999752565,1,-81.0891519183642,42.6199129013594
"13291",206.727281117,-272.999752565,1,-81.0757287965861,42.6196065638802
"13292",207.827281117,-272.999752565,1,-81.0623058126963,42.6192985935218
"13293",208.927281117,-272.999752565,1,-81.0488829674255,42.6189889903084
"13294",210.027281117,-272.999752565,1,-81.0354602615047,42.6186777542637
"13295",211.127281117,-272.999752565,1,-81.0220376956645,42.6183648854121
"13296",212.227281117,-272.999752565,1,-81.0086152706358,42.6180503837776
"13297",213.327281117,-272.999752565,1,-80.995192987149,42.6177342493846
"13298",214.427281117,-272.999752565,1,-80.981770845935,42.6174164822578
"13299",215.527281117,-272.999752565,1,-80.9683488477242,42.6170970824216
"13300",216.627281117,-272.999752565,1,-80.9549269932472,42.6167760499008
"13301",217.727281117,-272.999752565,1,-80.9415052832344,42.6164533847204
"13302",218.827281117,-272.999752565,1,-80.9280837184164,42.6161290869053
"13303",219.927281117,-272.999752565,1,-80.9146622995234,42.6158031564806
"13304",221.027281117,-272.999752565,1,-80.9012410272858,42.6154755934716
"13305",222.127281117,-272.999752565,1,-80.887819902434,42.6151463979037
"13306",223.227281117,-272.999752565,1,-80.8743989256981,42.6148155698023
"13307",224.327281117,-272.999752565,1,-80.8609780978083,42.6144831091931
"13308",225.427281117,-272.999752565,1,-80.8475574194948,42.6141490161018
"13309",226.527281117,-272.999752565,1,-80.8341368914878,42.6138132905543
"13310",227.627281117,-272.999752565,1,-80.8207165145171,42.6134759325767
"13311",228.727281117,-272.999752565,1,-80.8072962893129,42.6131369421951
"13312",229.827281117,-272.999752565,1,-80.7938762166051,42.6127963194356
"13313",230.927281117,-272.999752565,1,-80.7804562971235,42.6124540643247
"13314",232.027281117,-272.999752565,1,-80.7670365315981,42.6121101768889
"13315",233.127281117,-272.999752565,1,-80.7536169207586,42.6117646571549
"13316",234.227281117,-272.999752565,1,-80.7401974653347,42.6114175051493
"13317",235.327281117,-272.999752565,1,-80.7267781660562,42.6110687208991
"13318",236.427281117,-272.999752565,1,-80.7133590236528,42.6107183044313
"13340",260.627281117,-272.999752565,1,-80.4181790562943,42.6025962473337
"13341",261.727281117,-272.999752565,1,-80.4047637232771,42.6022082976035
"13342",262.827281117,-272.999752565,1,-80.3913485646305,42.6018187163414
"13343",263.927281117,-272.999752565,1,-80.3779335810827,42.6014275035777
"13344",265.027281117,-272.999752565,1,-80.3645187733621,42.6010346593426
"13508",65.927281117,-274.099752565,1,-82.7948864157412,42.635653256911
"13509",67.027281117,-274.099752565,1,-82.781453956913,42.6355544604224
"13510",68.127281117,-274.099752565,1,-82.7680215428475,42.6354540293062
"13511",69.227281117,-274.099752565,1,-82.754589174279,42.6353519635701
"13512",70.327281117,-274.099752565,1,-82.7411568519418,42.6352482632219
"13513",71.427281117,-274.099752565,1,-82.7277245765702,42.6351429282698
"13514",72.527281117,-274.099752565,1,-82.7142923488984,42.635035958722
"13515",73.627281117,-274.099752565,1,-82.7008601696606,42.6349273545867
"13516",74.727281117,-274.099752565,151,-82.6874280395912,42.6348171158724
"13517",75.827281117,-274.099752565,1,-82.6739959594243,42.6347052425877
"13613",181.427281117,-274.099752565,1,-81.3848602013814,42.6163566261217
"13614",182.527281117,-274.099752565,1,-81.3714364479953,42.6160862600571
"13615",183.627281117,-274.099752565,1,-81.3580128163473,42.6158142608751
"13616",184.727281117,-274.099752565,1,-81.3445893071689,42.6155406285969
"13617",185.827281117,-274.099752565,1,-81.3311659211916,42.6152653632435
"13618",186.927281117,-274.099752565,1,-81.3177426591465,42.6149884648364
"13619",188.027281117,-274.099752565,1,-81.3043195217652,42.614709933397
"13620",189.127281117,-274.099752565,1,-81.2908965097788,42.6144297689469
"13621",190.227281117,-274.099752565,1,-81.2774736239185,42.6141479715079
"13622",191.327281117,-274.099752565,1,-81.2640508649155,42.6138645411017
"13623",192.427281117,-274.099752565,1,-81.250628233501,42.6135794777503
"13624",193.527281117,-274.099752565,1,-81.2372057304061,42.6132927814758
"13625",194.627281117,-274.099752565,1,-81.2237833563618,42.6130044523004
"13626",195.727281117,-274.099752565,1,-81.2103611120991,42.6127144902464
"13627",196.827281117,-274.099752565,1,-81.1969389983491,42.6124228953364
"13628",197.927281117,-274.099752565,1,-81.1835170158426,42.6121296675929
"13629",199.027281117,-274.099752565,1,-81.1700951653105,42.6118348070386
"13630",200.127281117,-274.099752565,1,-81.1566734474837,42.6115383136964
"13631",201.227281117,-274.099752565,1,-81.1432518630929,42.6112401875893
"13632",202.327281117,-274.099752565,1,-81.129830412869,42.6109404287404
"13633",203.427281117,-274.099752565,1,-81.1164090975427,42.6106390371727
"13634",204.527281117,-274.099752565,1,-81.1029879178445,42.6103360129098
"13635",205.627281117,-274.099752565,1,-81.0895668745052,42.6100313559752
"13636",206.727281117,-274.099752565,1,-81.0761459682553,42.6097250663923
"13637",207.827281117,-274.099752565,1,-81.0627251998253,42.6094171441849
"13638",208.927281117,-274.099752565,1,-81.0493045699458,42.6091075893769
"13639",210.027281117,-274.099752565,1,-81.0358840793472,42.6087964019922
"13640",211.127281117,-274.099752565,1,-81.0224637287598,42.608483582055
"13641",212.227281117,-274.099752565,1,-81.0090435189141,42.6081691295895
"13642",213.327281117,-274.099752565,1,-80.9956234505403,42.60785304462
"13643",214.427281117,-274.099752565,1,-80.9822035243688,42.607535327171
"13644",215.527281117,-274.099752565,1,-80.9687837411296,42.6072159772671
"13645",216.627281117,-274.099752565,1,-80.955364101553,42.6068949949331
"13646",217.727281117,-274.099752565,1,-80.9419446063691,42.6065723801938
"13647",218.827281117,-274.099752565,1,-80.928525256308,42.6062481330742
"13648",219.927281117,-274.099752565,1,-80.9151060520997,42.6059222535993
"13649",221.027281117,-274.099752565,1,-80.9016869944742,42.6055947417945
"13650",222.127281117,-274.099752565,1,-80.8882680841614,42.6052655976851
"13651",223.227281117,-274.099752565,1,-80.8748493218912,42.6049348212966
"13652",224.327281117,-274.099752565,1,-80.8614307083934,42.6046024126545
"13653",225.427281117,-274.099752565,1,-80.8480122443978,42.6042683717847
"13654",226.527281117,-274.099752565,1,-80.8345939306341,42.6039326987129
"13655",227.627281117,-274.099752565,1,-80.8211757678321,42.6035953934653
"13656",228.727281117,-274.099752565,1,-80.8077577567214,42.6032564560678
"13657",229.827281117,-274.099752565,1,-80.7943398980315,42.6029158865467
"13658",230.927281117,-274.099752565,1,-80.780922192492,42.6025736849284
"13659",232.027281117,-274.099752565,1,-80.7675046408323,42.6022298512394
"13660",233.127281117,-274.099752565,1,-80.754087243782,42.6018843855063
"13661",234.227281117,-274.099752565,1,-80.7406700020704,42.6015372877558
"13662",235.327281117,-274.099752565,1,-80.7272529164269,42.6011885580148
"13663",236.427281117,-274.099752565,1,-80.7138359875807,42.6008381963103
"13664",237.527281117,-274.099752565,1,-80.700419216261,42.6004862026693
"13665",238.627281117,-274.099752565,1,-80.6870026031971,42.6001325771193
"13666",239.727281117,-274.099752565,1,-80.673586149118,42.5997773196874
"13688",263.927281117,-274.099752565,1,-80.3784658576414,42.5915488470694
"13689",265.027281117,-274.099752565,1,-80.3650532613319,42.5911560641979
"13853",65.927281117,-275.199752565,1,-82.795019527136,42.6257676149499
"13854",67.027281117,-275.199752565,1,-82.7815892888309,42.6256688339235
"13855",68.127281117,-275.199752565,1,-82.7681590952663,42.6255684185251
"13856",69.227281117,-275.199752565,1,-82.7547289471762,42.6254663687626
"13857",70.327281117,-275.199752565,1,-82.7412988452944,42.6253626846437
"13858",71.427281117,-275.199752565,1,-82.7278687903549,42.6252573661768
"13859",72.527281117,-275.199752565,1,-82.7144387830916,42.6251504133697
"13860",73.627281117,-275.199752565,1,-82.7010088242383,42.625041826231
"13861",74.727281117,-275.199752565,159,-82.6875789145289,42.624931604769
"13862",75.827281117,-275.199752565,151,-82.6741490546974,42.6248197489921
"13958",181.427281117,-275.199752565,1,-81.3852262783443,42.6064740026882
"13959",182.527281117,-275.199752565,1,-81.3718047411663,42.6062036788951
"13960",183.627281117,-275.199752565,1,-81.3583833256661,42.6059317222394
"13961",184.727281117,-275.199752565,1,-81.3449620325748,42.6056581327421
"13962",185.827281117,-275.199752565,1,-81.3315408626235,42.6053829104244
"13963",186.927281117,-275.199752565,1,-81.3181198165432,42.6051060553078
"13964",188.027281117,-275.199752565,1,-81.3046988950647,42.6048275674135
"13965",189.127281117,-275.199752565,1,-81.2912780989191,42.6045474467632
"13966",190.227281117,-275.199752565,1,-81.2778574288371,42.6042656933785
"13967",191.327281117,-275.199752565,1,-81.2644368855496,42.6039823072813
"13968",192.427281117,-275.199752565,1,-81.2510164697873,42.6036972884937
"13969",193.527281117,-275.199752565,1,-81.2375961822811,42.6034106370374
"13970",194.627281117,-275.199752565,1,-81.2241760237615,42.603122352935
"13971",195.727281117,-275.199752565,1,-81.2107559949593,42.6028324362086
"13972",196.827281117,-275.199752565,1,-81.1973360966051,42.6025408868806
"13973",197.927281117,-275.199752565,1,-81.1839163294293,42.6022477049737
"13974",199.027281117,-275.199752565,1,-81.1704966941627,42.6019528905107
"13975",200.127281117,-275.199752565,1,-81.1570771915355,42.6016564435142
"13976",201.227281117,-275.199752565,1,-81.1436578222784,42.6013583640073
"13977",202.327281117,-275.199752565,1,-81.1302385871216,42.601058652013
"13978",203.427281117,-275.199752565,1,-81.1168194867955,42.6007573075546
"13979",204.527281117,-275.199752565,1,-81.1034005220305,42.6004543306554
"13980",205.627281117,-275.199752565,1,-81.0899816935568,42.6001497213388
"13981",206.727281117,-275.199752565,1,-81.0765630021045,42.5998434796284
"13982",207.827281117,-275.199752565,1,-81.063144448404,42.599535605548
"13983",208.927281117,-275.199752565,1,-81.0497260331852,42.5992260991214
"13984",210.027281117,-275.199752565,1,-81.0363077571784,42.5989149603724
"13985",211.127281117,-275.199752565,1,-81.0228896211135,42.5986021893253
"13986",212.227281117,-275.199752565,1,-81.0094716257205,42.5982877860043
"13987",213.327281117,-275.199752565,1,-80.9960537717294,42.5979717504336
"13988",214.427281117,-275.199752565,1,-80.9826360598701,42.5976540826377
"13989",215.527281117,-275.199752565,1,-80.9692184908724,42.5973347826413
"13990",216.627281117,-275.199752565,1,-80.9558010654661,42.597013850469
"13991",217.727281117,-275.199752565,1,-80.9423837843811,42.5966912861457
"13992",218.827281117,-275.199752565,1,-80.9289666483469,42.5963670896963
"13993",219.927281117,-275.199752565,1,-80.9155496580933,42.596041261146
"13994",221.027281117,-275.199752565,1,-80.9021328143499,42.5957138005199
"13995",222.127281117,-275.199752565,1,-80.8887161178462,42.5953847078434
"13996",223.227281117,-275.199752565,1,-80.8752995693118,42.5950539831419
"13997",224.327281117,-275.199752565,1,-80.8618831694762,42.5947216264412
"13998",225.427281117,-275.199752565,1,-80.8484669190688,42.5943876377668
"13999",226.527281117,-275.199752565,1,-80.8350508188189,42.5940520171446
"14000",227.627281117,-275.199752565,1,-80.8216348694558,42.5937147646007
"14001",228.727281117,-275.199752565,1,-80.808219071709,42.593375880161
"14002",229.827281117,-275.199752565,1,-80.7948034263075,42.5930353638518
"14003",230.927281117,-275.199752565,1,-80.7813879339805,42.5926932156995
"14004",232.027281117,-275.199752565,1,-80.7679725954573,42.5923494357305
"14005",233.127281117,-275.199752565,1,-80.7545574114668,42.5920040239714
"14006",234.227281117,-275.199752565,1,-80.7411423827381,42.5916569804489
"14007",235.327281117,-275.199752565,1,-80.7277275100002,42.59130830519
"14008",236.427281117,-275.199752565,1,-80.714312793982,42.5909579982215
"14009",237.527281117,-275.199752565,1,-80.7008982354123,42.5906060595706
"14010",238.627281117,-275.199752565,1,-80.68748383502,42.5902524892645
"14011",239.727281117,-275.199752565,1,-80.6740695935339,42.5898972873305
"14012",240.827281117,-275.199752565,1,-80.6606555116827,42.5895404537961
"14198",65.927281117,-276.299752565,1,-82.7951525945243,42.6158818854746
"14199",67.027281117,-276.299752565,1,-82.7817245760083,42.6157831199026
